reach_id,from,date,to,blue,coastal,count,green,nir,nir08,nir09,red,rededge1,rededge2,rededge3,qc_percent,pred,se,omega,response,se_response
44230000671,139,2023-04-30,,,,,,,,,,,,,,0.0652420580364278,0.0302471733662615,-0.00349321408000561,0.0652420580364278,0.0302471733662615
44230000671,139,2023-05-05,,,,,,,,,,,,,,0.0645950842284366,0.0268750458574009,-0.00414018788799688,0.0645950842284366,0.0268750458574009
44230000671,139,2023-05-10,,,,,,,,,,,,,,0.0548562699492137,0.0289141826262767,-0.0138790021672198,0.0548562699492137,0.0289141826262767
44230000671,139,2023-05-15,,,,,,,,,,,,,,0.0490708016055122,0.0307095372196582,-0.0196644705109212,0.0490708016055122,0.0307095372196582
44230000671,139,2023-05-20,,,,,,,,,,,,,,0.058529677549355,0.0325438794678226,-0.0102055945670784,0.058529677549355,0.0325438794678226
44230000671,139,2023-05-25,,,,,,,,,,,,,,0.0709135761933345,0.0370044132335301,0.00217830407690107,0.0709135761933345,0.0370044132335301
44230000671,139,2023-05-30,,,,,,,,,,,,,,0.0847932797662593,0.037375499850828,0.0160580076498258,0.0847932797662593,0.037375499850828
44230000671,139,2023-06-04,,,,,,,,,,,,,,0.0790761943996958,0.0378004422833534,0.0103409222832623,0.0790761943996958,0.0378004422833534
44230000671,139,2023-06-09,,,,,,,,,,,,,,0.100693483798653,0.0418635834751691,0.0319582116822195,0.100693483798653,0.0418635834751691
44230000671,139,2023-06-14,,,,,,,,,,,,,,0.121757614978576,0.0431064549122452,0.053022342862143,0.121757614978576,0.0431064549122452
44230000671,139,2023-06-19,,,,,,,,,,,,,,0.1428217461585,0.0417787878680104,0.0740864740420663,0.1428217461585,0.0417787878680104
44230000671,139,2023-06-24,,,,,,,,,,,,,,0.144620379909786,0.0457957644422137,0.0758851077933524,0.144620379909786,0.0457957644422137
44230000671,139,2023-06-29,,,,,,,,,,,,,,0.146419013661072,0.0473538015629672,0.0776837415446385,0.146419013661072,0.0473538015629672
44230000671,139,2023-07-04,,,,,,,,,,,,,,0.144188190704412,0.0467550957863735,0.0754529185879785,0.144188190704412,0.0467550957863735
44230000671,139,2023-07-09,,,,,,,,,,,,,,0.167658166334292,0.0468997030888565,0.0989228942178584,0.167658166334292,0.0468997030888565
44230000671,139,2023-07-14,,,,,,,,,,,,,,0.1722369594312,0.0512092722049238,0.103501687314767,0.1722369594312,0.0512092722049238
44230000671,139,2023-07-19,,,,,,,,,,,,,,0.173778310070621,0.0543709885859982,0.105043037954187,0.173778310070621,0.0543709885859982
44230000671,139,2023-07-24,,,,,,,,,,,,,,0.175319660710041,0.0565332742207793,0.106584388593608,0.175319660710041,0.0565332742207793
44230000671,139,2023-07-29,,,,,,,,,,,,,,0.177701868451899,0.0578120133465953,0.108966596335465,0.177701868451899,0.0578120133465953
44230000671,139,2023-08-03,,,,,,,,,,,,,,0.180084076193756,0.0582622705013927,0.111348804077322,0.180084076193756,0.0582622705013927
44230000671,139,2023-08-08,,,,,,,,,,,,,,0.182466283935613,0.0579033757607756,0.11373101181918,0.182466283935613,0.0579033757607756
44230000671,139,2023-08-13,,,,,,,,,,,,,,0.182745155784792,0.0589824260906582,0.114009883668359,0.182745155784792,0.0589824260906582
44230000671,139,2023-08-18,,,,,,,,,,,,,,0.192783607351777,0.0600155655422321,0.124048335235344,0.192783607351777,0.0600155655422321
44230000671,139,2023-08-23,,,,,,,,,,,,,,0.187393708130605,0.0615083595874589,0.118658436014172,0.187393708130605,0.0615083595874589
44230000671,139,2023-08-28,,,,,,,,,,,,,,0.181239049400573,0.0611958889763595,0.11250377728414,0.181239049400573,0.0611958889763595
44230000671,139,2023-09-02,,,,,,,,,,,,,,0.168280161792078,0.0615666357391567,0.0995448896756444,0.168280161792078,0.0615666357391567
44230000671,139,2023-09-07,,,,,,,,,,,,,,0.160172347301089,0.0617827262841816,0.0914370751846551,0.160172347301089,0.0617827262841816
44230000671,139,2023-09-12,,,,,,,,,,,,,,0.158319344928592,0.0647611572853828,0.0895840728121583,0.158319344928592,0.0647611572853828
44230000671,139,2023-09-17,,,,,,,,,,,,,,0.156466342556095,0.0670527737856799,0.0877310704396614,0.156466342556095,0.0670527737856799
44230000671,139,2023-09-22,,,,,,,,,,,,,,0.155406844126849,0.0687325017953352,0.0866715720104152,0.155406844126849,0.0687325017953352
