reach_id,from,date,to,blue,coastal,count,green,nir,nir08,nir09,red,rededge1,rededge2,rededge3,qc_percent,ndci,pred,se,omega,response,se_response
44230000671,139,2023-04-30,,,,,,,,,,,,,,,0.000348117264987735,0.0259076663272597,0.00137643211666894,0.000348117264987735,0.0259076663272597
44230000671,139,2023-05-05,,,,,,,,,,,,,,,0.00396563971139861,0.0247718464511677,0.00499395456307981,0.00396563971139861,0.0247718464511677
44230000671,139,2023-05-10,,,,,,,,,,,,,,,0.0117669363303715,0.0299745993770673,0.0127952511820528,0.0117669363303715,0.0299745993770673
44230000671,139,2023-05-15,,,,,,,,,,,,,,,-0.0152330373228361,0.034171611612002,-0.0142047224711549,-0.0152330373228361,0.034171611612002
44230000671,139,2023-05-20,,,,,,,,,,,,,,,0.00908257784581182,0.0380883603591947,0.010110892697493,0.00908257784581182,0.0380883603591947
44230000671,139,2023-05-25,,,,,,,,,,,,,,,-0.0020465437330015,0.0458483578843435,-0.0010182288813203,-0.0020465437330015,0.0458483578843435
44230000671,139,2023-05-30,,,,,,,,,,,,,,,-0.0128900001990466,0.047299940260785,-0.0118616853473654,-0.0128900001990466,0.047299940260785
44230000671,139,2023-06-04,,,,,,,,,,,,,,,-0.0210608299097947,0.048290765611699,-0.0200325150581134,-0.0210608299097947,0.048290765611699
44230000671,139,2023-06-09,,,,,,,,,,,,,,,-0.023139752751589,0.0548208953011058,-0.0221114378999078,-0.023139752751589,0.0548208953011058
44230000671,139,2023-06-14,,,,,,,,,,,,,,,-0.0253100101457664,0.0571798500626823,-0.0242816952940852,-0.0253100101457664,0.0571798500626823
44230000671,139,2023-06-19,,,,,,,,,,,,,,,-0.0274802675399438,0.0558953576008412,-0.0264519526882626,-0.0274802675399438,0.0558953576008412
44230000671,139,2023-06-24,,,,,,,,,,,,,,,-0.0322084425461816,0.0620484743103715,-0.0311801276945004,-0.0322084425461816,0.0620484743103715
44230000671,139,2023-06-29,,,,,,,,,,,,,,,-0.0369366175524194,0.0647524214168135,-0.0359083027007382,-0.0369366175524194,0.0647524214168135
44230000671,139,2023-07-04,,,,,,,,,,,,,,,-0.0409420917778867,0.0645104407555925,-0.0399137769262055,-0.0409420917778867,0.0645104407555925
44230000671,139,2023-07-09,,,,,,,,,,,,,,,-0.0154937188026476,0.0650806563065225,-0.0144654039509664,-0.0154937188026476,0.0650806563065225
44230000671,139,2023-07-14,,,,,,,,,,,,,,,-0.0122051419575961,0.0713762674848005,-0.0111768271059149,-0.0122051419575961,0.0713762674848005
